ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Genre
440122090,Echoes,Maeve Binchy,1989,Dell,History
671525832,Someone to Watch Over Me : A Novel,Judith McNaught,2003,Pocket,Romance
553279572,The Toynbee Convector,Ray Bradbury,1989,Spectra Books,Thriller
61009059,One for the Money (Stephanie Plum Novels (Paperback)),Janet Evanovich,1995,HarperTorch,Mystery
60930187,The Bell Jar : A Novel (Perennial Classics),Sylvia Plath,2000,Perennial,Business
679450432,Dark Lady,Richard North Patterson,1999,Alfred A. Knopf,Philosophy
821775863,The Future Scrolls,Fern Michaels,2003,Zebra Books,Religion
821770209,About Face,Fern Michaels,2003,Zebra Books,Travel
670855758,Tarot Says Beware (A Herculeah Jones Mystery),Betsy Byars,1995,Viking Books,Science Fiction
553562819,Globalhead,Bruce Sterling,1994,Spectra Books,Mystery
446519138,Simple Abundance:  A Daybook of Comfort and Joy,Sarah Ban Breathnach,1995,Warner Books,Travel
425179672,The River King,Alice Hoffman,2001,Berkley Publishing Group,History
61042943,Final Appeal,Lisa Scottoline,1994,HarperTorch,Travel
399144463,Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life,Spencer Johnson,1998,Putnam Pub Group (Paper),Poetry
965404560,Atonement,Ian McEwan,2002,Nan A. Talese,Thriller
006015781X,Why Do Clocks Run Clockwise? and Other Imponderables: Mysteries of Everyday Life Explained,David Feldman,1987,Harpercollins,Travel
60930705,Someone to Watch Over Me : Stories,Richard Bausch,2000,Perennial,Thriller
312206763,Stately Pursuits,Katie Fforde,1999,Griffin Trade Paperback,Fantasy
316116025,The Pinball Effect: How Renaissance Water Gardens Made the Carburetor Possible-And Other Journeys Through Knowledge (Pinball Effect),James Burke,1996,Little Brown &amp; Co,Poetry
156013967,"My Father, Dancing (Harvest Book)",Bliss Broyard,2000,Harvest Books,Health
385314019,Women on the Case,Sara Paretsky,1996,Bantam Dell Pub Group,Religion
743444167,New Cardiff,Charles Webb,2002,Washington Square Press,Biography
618231617,Almost: A Novel,Elizabeth Benedict,2002,Mariner Books,Biography
1567920047,A Tally of Types: With Additions by Several Hands ; And With a New Introduction by Mike Parker,Stanley Morison,1999,David R. Godine Publisher,Fantasy
811203220,Stand Still Like the Hummingbird,Henry Miller,1962,New Directions Publishing Corporation,Business
1573229148,Crossing the Unknown Sea: Work As a Pilgrimage of Identity,David Whyte,2002,Riverhead Books,Religion
787955671,The Future of Leadership: Today's Top Leadership Thinkers Speak to Tomorrow's Leaders,Warren  Bennis,2001,Jossey-Bass,Poetry
425174484,"Expecting Adam: A True Story of Birth, Rebirth, and Everyday Magic",Martha Beck,2000,Berkley Publishing Group,Mystery
385496907,No Future Without Forgiveness,Desmond Mpilo Tutu,2000,Image,Religion
446523992,"A Call to Conscience : The Landmark Speeches of Dr. Martin Luther King, Jr.",Kris Shepard,2001,Warner Books,Poetry
140185216,On the Road (Penguin 20th Century Classics),Jack Kerouac,1998,Penguin USA (Paper),Fiction
684717255,I And Thou,Martin Buber,1971,Free Press,Non-Fiction
486272745,The Prince (Dover Thrift Editions),NiccolÃ² Machiavelli,1992,Dover Publications,Self-Help
8807120194,"Sarajevo, maybe (Anni Novanta/Feltrinelli)",Gianfranco Bettin,1994,Feltrinelli,History
62507249,Becoming a Man : Half a Life Story,Paul Monette,1993,HarperSanFrancisco,Psychology
684801221,OLD MAN AND THE SEA,Ernest Hemingway,1995,Scribner,History
1576737357,Diary of a Teenage Girl - Becoming Me : Diary Number 1 (Diary of a Teenage Girl),Melody Carlson,2000,Multnomah,Religion
60083298,The Dominant Blonde,Alisa Kwitney,2002,Avon Trade,Fiction
446672211,Where the Heart Is (Oprah's Book Club (Paperback)),Billie Letts,1998,Warner Books,Poetry
140293248,The Girls' Guide to Hunting and Fishing,Melissa Bank,2000,Penguin Books,Health
807070718,Rena's Promise: A Story of Sisters in Auschwitz,Rena Kornreich Gelissen,1996,Beacon Press,Travel
743213831,America the Beautiful: A Novel,Moon Unit Zappa,2001,Touchstone,Self-Help
345305477,Easy Travel to Other Planets,Ted Mooney,1982,Ballantine Books,Philosophy
61080519,The Mist and the Magic (Harper Monogram),Susan Wiggs,1993,Harper Mass Market Paperbacks,Health
142000205,Icy Sparks,Gwyn Hyman Rubio,2001,Penguin Books,Fantasy
316735027,The True and Outstanding Adventures of the Hunt Sisters: A Novel,Elisabeth Robinson,2004,"Little, Brown",Psychology
193156146X,The Time Traveler's Wife,Audrey Niffenegger,2003,MacAdam/Cage Publishing,Thriller
015600710X,Strange Fits of Passion: A Novel,Anita Shreve,1999,Harvest Books,Psychology
62517856,The Monk Downstairs: A Novel,Tim Farrington,2002,HarperSanFrancisco,Self-Help
679767789,Lost in Place: Growing Up Absurd in Suburbia,Mark Salzman,1996,Vintage Books USA,Fiction
449911683,My Name Is Asher Lev,Chaim Potok,1996,Ballantine Books,Self-Help
425169626,Waking the Dead,Scott Spencer,2000,Berkley Publishing Group,Psychology
449207757,Davita's Harp,Chaim Potok,1990,Fawcett Books,Business
140029400,The Mimic Men,V. S. Naipaul,1992,Penguin USA,Thriller
140021566,The Mystic Masseur,V.S. Naipaul,1993,Penguin USA,Mystery
2253004022,Regain,Jean Giono,1987,LGF,Philosophy
225300670X,A l'Ouest rien de nouveau,Erich Maria Remarque,1973,LGF,Business
2266084372,Pourquoi j'ai mangÃ?Â© mon pÃ?Â¨re,Lewis,2000,Pocket,History
2266029460,Voyage d'une parisienne Ã?Â  Lhassa,Alexandra David-NÃ?Â©el,1989,Pocket,Fantasy
2253007102,Les Fleurs Du Mal,C. Baudelaire,1972,Livre De Poche French,Biography
2070417743,Chroniques martiennes,Ray Bradbury,2002,Gallimard,Philosophy
2070384349,La Faute de l'abbÃ?Â© Mouret,Emile Zola,1991,Gallimard,Fiction
207053880X,L'Homme Qui Plantait Des Arbres,Jean Giono,2002,Distribooks Inc,Romance
2070334368,La Guerre Des Boutons,Pergaud,0,Livre de Poche,Non-Fiction
2290314951,Paroles de Poilus : Lettres et carnets du front 1914-1918,Collectif,2001,J'ai lu,Thriller
229000510X,Une porte sur l'Ã?Â©tÃ?Â©,Robert A. Heinlein,1999,J'ai lu,Poetry
3499177757,Die Grenzen des Geschlechts: Anleitungen zum Sturz des internationalen Patriarchats : Amnesty for Women (Rororo Sachbuch),Cheryl Benard,1984,Rowohlt,Mystery
3889774016,Frauen der Welt: Vom Fortschritt der Ungleichheit,Christa Wichterich,1995,Lamuv,Religion
3499222604,Die globalisierte Frau: Berichte aus der Zukunft der Ungleichheit (Frauen aktuell),Christa Wichterich,1998,Rowohlt,Health
3746670055,"Women are the Niggers of the World: Ã¼ber Frauen, Herrenmenschen und Nietzsches Peitsche (AtV Dokument und Essay)",Peter B Heim,1994,Aufbau Taschenbuch Verlag,Business
140620427,Sense and Sensibility (Penguin Popular Classics),Jane Austen,1994,Penguin Books Ltd,Health
3596144434,Der gemietete Mann.,Hera Lind,1999,"Fischer (Tb.), Frankfurt",Philosophy
3442724686,Der Gott der kleinen Dinge.,Arundhati Roy,1999,btb,Non-Fiction
446525502,The Rescue,Nicholas Sparks,2000,Warner Books,Business
385500769,A Map of the World,Jane Hamilton,1999,Doubleday Books,Biography
399147012,Edge of Danger,Jack Higgins,2001,Putnam Publishing Group,Fantasy
670892963,Bridget Jones : The Edge of Reason,Helen Fielding,2000,Viking Books,Science Fiction
688180639,Vinegar Hill (Oprah's Book Club (Hardcover)),A. Manette Ansay,1999,HarperCollins,Business
316789089,The Pilot's Wife : A Novel Tag: Author of the Weight of Water (Oprah's Book Club (Hardcover)),Anita Shreve,1999,"Little, Brown",History
451197275,Saving Private Ryan: A Novel,Max Allan Collins,1998,Signet Book,Psychology
425184129,Big Trouble,Dave Barry,2002,Berkley Publishing Group,Self-Help
151001006,Snow Falling on Cedars,David Guterson,1994,Harcourt,Biography
385505833,Skipping Christmas,JOHN GRISHAM,2001,Doubleday,Psychology
679442790,The Reader,Bernhard Schlink,1997,Random House,Biography
525943862,Cheaters,Eric Jerome Dickey,1999,Dutton Books,Poetry
609605925,Angel Falls,KRISTIN HANNAH,2000,Crown,Biography
743206045,Daddy's Little Girl,Mary Higgins Clark,2002,Simon &amp; Schuster,Religion
684864843,The Vineyard : A Novel,Barbara Delinsky,2000,Simon &amp; Schuster,Philosophy
684867818,The Looking Glass : A Novel (The Locket Series),Richard Paul Evans,1999,Simon &amp; Schuster,Psychology
743406176,If Only It Were True,Marc Levy,2000,Atria,Travel
380978539,"Dear Stranger, Dearest Friend",Laney Katz Becker,2000,William Morrow &amp; Company,Psychology
679603352,The Cider House Rules: A Novel (Modern Library),John Irving,1999,Modern Library,Thriller
679410430,Lolita (Everyman's Library (Cloth)),VLADIMIR NABOKOV,1993,Everyman's Library,Biography
446523569,Message in a Bottle,Nicholas Sparks,1998,Warner Books,Travel
671042556,Blackbird: A Childhood Lost and Found,Jennifer Lauck,2000,Atria,Mystery
679450440,Protect and Defend,Richard North Patterson,2000,Random House Inc,Non-Fiction
140107649,Blue Heaven (Contemporary American Fiction S.),Joe Keenan,1988,Penguin Books,Non-Fiction
609606727,Julie and Romeo,Jeanne Ray,2000,Harmony,Religion
446531332,Nights in Rodanthe,Nicholas Sparks,2002,Warner Books,History
1570717257,Man and Boy,Tony Parsons,2001,Sourcebooks Landmark,Fantasy
60192631,One Heart,Jane McCafferty,1999,HarperCollins Publishers,Romance
385420161,"Like Water for Chocolate: A Novel in Monthly Installments, With Recipes, Romances, and Home Remedies",Laura Esquivel,1992,Doubleday Books,Science Fiction
345339711,"The Two Towers (The Lord of the Rings, Part 2)",J.R.R. TOLKIEN,1986,Del Rey,Philosophy
052594463X,All of Me: A Voluptuous Tale,Venise T. Berry,2000,Dutton Books,Non-Fiction
039304016X,The Perfect Storm: A True Story of Men Against the Sea,Sebastian Junger,1997,Little Brown and Company,Mystery
399147128,The Villa,Nora Roberts,2001,Putnam Publishing Group,Non-Fiction
670031046,In This Mountain,Jan Karon,2002,Viking Books,Poetry
394574745,"All the Pretty Horses (Border Trilogy, Vol 1)",Cormac McCarthy,1992,Alfred A. Knopf,Health
316969443,Suzanne's Diary for Nicholas,James Patterson,2001,"Little, Brown",Fantasy
743230051,He Sees You When You're Sleeping : A Novel,Mary Higgins Clark,2001,Scribner,Psychology
316693200,2nd Chance,James Patterson,2002,"Little, Brown",Business
684868911,The Carousel : A Novel,Richard Paul Evans,2000,Simon &amp; Schuster,Self-Help
842336214,The Promise Remains,Travis Thrasher,2000,Tyndale House Publishers,Psychology
399148582,You Cannot Be Serious,John McEnroe,2002,Putnam Publishing Group,Religion
684864320,LAKE NEWS : A Novel,Barbara Delinsky,1999,Simon &amp; Schuster,Health
525944834,Liar's Game,Eric Jerome Dickey,2000,Dutton Books,Biography
345428900,Out of the Blue,Sally Mandel,2000,Ballantine Books,Romance
451176812,Voice of the Eagle,Linda Lay Shuler,1993,Signet Book,Business
671525794,The Kingdom by the Sea: A Journey Around Great Britain,Paul Theroux,1984,Pocket Books,Religion
718144538,Shattered Uk,Dick Francis,0,Michael Joseph Ltd,Business
446602086,The Proud and the Free,Janet Dailey,1995,Warner Vision,Biography
394551427,Shoah,Claude Lanzmann,1985,Random House Inc,Self-Help
64407667,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",Lemony Snicket,1999,HarperCollins,Fantasy
7100221,TERROR FIRMA,Matthew Thomas,2001,Trafalgar Square,Biography
2253148539,Le Loup-garou,Boris Vian,1999,LGF,Religion
2253043974,Chronique d'une mort annoncÃ?Â©e,Gabriel Garcia Marquez,1987,LGF,Philosophy
2020315491,Le neveu d'AmÃ?Â©rique,Luis SepÃ?Âºlveda,1998,Seuil,History
747549923,Last Exit to Brooklyn,Hubert Selby,2000,Bloomsbury Pub Ltd,Business
743462335,More George W. Bushisms: More Verbal Contortions from America's 43rd President,Jacob Weisberg,2002,Simon &amp; Schuster (Trade Division),History
140253580,Therapy,David Lodge,1996,Penguin Putnam~trade,Poetry
947782141,Scottish Ghosts,Judy Hamilton,1999,Lomond Books,Fantasy
057120354X,Awful End (Eddie Dickens Trilogy S.),Philip Ardagh,2000,Faber Children's Books,Religion
349101779,The Wasp Factory,Iain Banks,0,Abacus,Non-Fiction
743222229,George W. Bushisms : The Slate Book of The Accidental Wit and Wisdom of our 43rd President,Jacob Weisberg,2001,Fireside,History
185479549X,The World's Stupidest Laws,David Crombie,2000,Michael O'Mara Books,Business
140292918,"Of Mice and Men (Steinbeck \Essentials\"")""",John Steinbeck,2001,Penguin Books Ltd,Religion
1854795554,The World's Stupidest Signs,Michael O'Mara,2000,Michael O'Mara Books,Mystery
1858813093,Nessie: The Loch Ness Monster,Richard Brassey,2003,Trafalgar Square Books,Non-Fiction
2871290911,"XIII, tome 13, L'enquÃ?Âªte : the XIII mystery",Jean Van Hamme,1999,Dargaud,Travel
198604025,How Not to Say What You Mean: A Dictionary of Euphemisms (Oxford Paperback Reference S.),R. W. Holder,2003,Oxford University Press,Religion
1842151053,Cooking for One (Cook's Essentials),Valerie Ferguson,2000,Southwater Publishing,Self-Help
1860198597,How to Draw Celtic Knotwork: A Practical Handbook,Andy Sloss,0,Brockhampton Press,Fiction
767908473,The Sorcerer's Companion: A Guide to the Magical World of Harry Potter,ALLAN ZOLA KRONZEK,2001,Broadway,Fantasy
1842040154,Celtic Myths and Legends,Charles L. Squire,2000,Lomond Books,Biography
571209521,Terrible Times (Eddie Dickens Trilogy S.),Philip Ardagh,2002,Faber Children's Books,Self-Help
2264009306,CantilÃ¨nes en gelÃ©e ; Barnum's digest ; Vingt poÃ¨mes inÃ©dits (10/18 [i.e. Dix/dix-huit] ; 517),Boris Vian,1978,Union gÃ©nÃ©rale d'Ã©ditions,Non-Fiction
1841952931,Glasgow Zen,Alan Spence,2002,Canongate Books Ltd,Poetry
890877564,Totally Muffins Cookbook (Totally Cookbooks),Helene Siegel,1995,Celestial Arts,Non-Fiction
1405200677,Tigger's Little Book of Diet and Exercise,E.H. Shepard,2002,Egmont Childrens Books,Business
416196772,Eeyore's Little Book of Gloom,Alan Alexander Milne,1999,Routledge,Thriller
747538069,The Adventures of Dougal,Eric Thompson,1998,Bloomsbury Publishing PLC,Philosophy
375501347,Amy and Isabelle,Elizabeth Strout,1999,Random House Inc,Fiction
316776963,Me Talk Pretty One Day,David Sedaris,2001,Back Bay Books,Romance
156341029X,Stone Butch Blues,Leslie Feinberg,1993,Firebrand Books,Psychology
1886383421,Fires of Aggar,Chris Anne Wolfe,2001,Windstorm Creative,Fiction
451450256,Gossamer Axe,Gael Baudino,1993,New Amer Library,Fantasy
1555835953,Witchfire,Lauren Maddison,2001,Alyson Books,Psychology
962893862,Return to Isis,Jean Stewart,1992,Rising Tide Press (AZ),Psychology
1555834531,Hood,Emma Donoghue,1998,Alyson Publications,Thriller
393318435,Leaving Pipe Shop: Memories of Kin,Deborah McDowell,1998,W. W. Norton &amp; Company,Non-Fiction
889740828,Love Ruins Everything: A Novel,Karen X. Tulchinsky,1998,Press Gang Publishers,Philosophy
1563410443,"Skin: Talking About Sex, Class &amp; Literature",Dorothy Allison,1994,Firebrand Books,Philosophy
1563899388,"Death: At Death's Door (Vertigo, Number 1)",Jill Thompson,2003,DC Comics,Poetry
553579681,Night Mares,Manda Scott,1999,Crimeline,Fantasy
553579673,Hen's Teeth,Manda Scott,1999,Bantam Books,Religion
451181379,The Door to December,Dean R. Koontz,1994,Signet Book,Romance
786889160,"No Shirt, No Shoes, No Problem!",Jeff Foxworthy,1997,Warner Books (Mm),Romance
345370740,The Scions of Shannara (Heritage of Shannara (Paperback)),Terry Brooks,1993,Del Rey Books,Fantasy
553574175,Star Wars the Rebel Dawn: The Han Solo Trilogy (Star Wars: Han Solo Trilogy (Paperback)),A.C. Crispin,1998,Spectra Books,Thriller
553574167,"The Hutt Gambit (Star Wars: The Han Solo Trilogy, Vol. 2)",A. C. Crispin,1998,Bantam Books,Psychology
312287240,A Year of Full Moons,Madelyn Arnold,2002,Stonewall Inn Editions,Thriller
446300101,"The Beans of Egypt, Maine",Carolyn Chute,1986,Warner Books,Health
821750410,Warrior Moon,Sara Orwig,1995,Zebra Books,Science Fiction
425142485,The Funhouse,Dean R. Koontz,1994,Berkley Publishing Group,Thriller
451456548,Cold Iron,Melisa Michaels,1997,Roc,Travel
60006048,Circle of Three #12: Written in the Stars (Circle of Three),Isobel Bird,2001,Avon,Thriller
312906552,The Space Merchants,Frederik Pohl,1987,St Martins Pr,Self-Help
440117291,DREAMSNAKE,VONDA MCINTYRE,1986,Dell,Thriller
425049981,Titan,John Varley,1980,Berkley Publishing Group,Poetry
374386676,The Year They Burned the Books,Nancy Garden,1999,Farrar Straus Giroux,Business
786886463,A Density of Souls,Christopher Rice,2001,Miramax,Business
345395379,Slow River,Nicola Griffith,1996,Ballantine Books,Mystery
380788497,Changer,Jane Lindskold,1998,Eos,Non-Fiction
307215342,Trixie Belden and the Mystery Off Glen Road (Mystery Off Glen Road),Julie Campbell,1977,Random House Childrens Books,Non-Fiction
374343381,Lark in the Morning,Nancy Garden,1991,Farrar Straus &amp; Giroux,Travel
345403339,Saving Grace,LEE SMITH,1996,Ballantine Books,Science Fiction
440226694,Lena (50 State Quarters),JACQUELINE WOODSON,2000,Laurel Leaf,Thriller
440219604,I Hadn't Meant to Tell You This,Jacqueline Woodson,1995,Laurel-Leaf Books,Poetry
767903285,Raise the Roof: The Inspiring Inside Story of the Tennessee Lady Vols' Undefeated 1997-98 Season,Pat Head Summitt,1998,Broadway Books,Biography
038529929X,Hannibal,Thomas Harris,1999,Del Sol Press,Philosophy
1573229571,About a Boy (Movie Tie-In),Nick Hornby,2002,Riverhead Books,Thriller
345418778,Mostly Harmless,Douglas Adams,2000,Ballantine Books,Fantasy
517201658,The Thorn Birds (Modern Classics),Colleen McCullough,1998,Wings,Health
743211383,Dreamcatcher,Stephen King,2001,Scribner,Poetry
039914370X,Sudden Mischief (Spenser Mysteries (Hardcover)),Robert B. Parker,1998,Putnam Pub Group,Thriller
1884777805,Elements of Programming With Perl,Andrew L. Johnson,1999,Manning Publications,Health
312977905,To Catch a Cat,Marian Babson,2002,St. Martin's Minotaur,Health
812521331,"People of the Wolf (The First North Americans series, Book 1)",W. Michael Gear,1992,Tor Books,Fiction
451205421,The Door to December,Dean R. Koontz,2002,Signet Book,Fantasy
894342789,College Majors and Careers: A Resource Guide for Effective Life Planning (College Majors and Careers),Paul Phifer,1999,Ferguson Publishing Company,Religion
440218535,Smilla's Sense of Snow,Peter Hoeg,1997,Island,Health
449207595,The Grass Is Always Greener over the Septic Tank,Erma Bombeck,1988,Fawcett Books,History
8806142267,Viaggi del tempo immobile (I coralli),Roberto Vecchioni,1996,Einaudi,Self-Help
670844594,Rumpole on Trial,John Mortimer,1992,Penguin USA,History
039457513X,Billy Bathgate,E. L. Doctorow,1989,Random House,Poetry
394559487,Citizens: A Chronicle of the French Revolution,Simon Schama,1989,Random House Inc,Fiction
804001944,The Man Who Killed the Deer,Frank Waters,1970,Ohio University Press,Science Fiction
590897985,The Music of Dolphins (Apple Signature Edition),Karen Hesse,1998,Hyperion Books for Children,Fiction
689832877,Sunwing (Aladdin Fantasy),Kenneth Oppel,2001,Aladdin,Thriller
689829698,Caddie Woodlawn - Newbery Promo '99 (Aladdin Fiction),Carol Ryrie Brink,1999,Aladdin,Poetry
439042917,The Hork-Bajir Chronicles (Animorphs Series),K. A. Applegate,1998,Scholastic,Fiction
64409457,The Silver Chair (full color) (Narnia),C. S. Lewis,2000,HarperTrophy,Religion
64405052,The Magician's Nephew (Narnia),C. S. Lewis,1994,HarperTrophy,Biography
043922165X,"Circles in the Stream (Avalon: Web of Magic, 1)",Shelly R. Roberts,2001,Scholastic,History
152162445,High Wizardry: The Third Book in the Young Wizards Series,Diane Duane,2001,Magic Carpet Books,Fiction
152162577,Deep Wizardry: The Second Book in the Young Wizards Series,Diane Duane,2001,Magic Carpet Books,Romance
015216250X,So You Want to Be a Wizard: The First Book in the Young Wizards Series,Diane Duane,2001,Magic Carpet Books,Business
1562477528,Going for Great (Ag Fiction (American Girl)),Carolee Brockmann,1999,Pleasant Company Publications,Mystery
439221676,"All That Glitters (Avalon, 2)",Rachel Roberts,2001,Scholastic,Health
439221684,"Cry of the Wolf (Avalon, 3)",Rachel Roberts,2001,Scholastic,Business
439221714,"The Secret of the Unicorn (Avalon Web of Magic, 4)",Rachel Roberts,2000,Scholastic Paperbacks,History
439221706,Avalon: Web Of Magic #5: Spellsinger,Rachel Roberts,2002,Scholastic Paperbacks,Fantasy
439221730,Trial by Fire,Rachel Roberts,2002,Scholastic Paperbacks,Psychology
440415993,"Ties That Bind, Ties That Break (Laurel-Leaf Books)",Lensey Namioka,2000,Laurel-Leaf Books,Health
895872102,"The Hauntings of Williamsburg, Yorktown, and Jamestown",Jackie Eileen Behrend,1998,John F. Blair Publisher,Self-Help
068983585X,The Janitor's Boy,Andrew Clements,2001,Aladdin,Religion
345391802,The Hitchhiker's Guide to the Galaxy,Douglas Adams,1995,Ballantine Books,Mystery
440219078,The Giver (21st Century Reference),LOIS LOWRY,1994,Laure Leaf,Philosophy
185424597X,The Heavenly Man: The Remarkable True Story of Chinese Christian Brother Yun,Paul Hattaway,2003,Monarch Books,Health
2080105434,The Little Book of Chocolate (Little Book Of...(Flammarion)),Alain Stella,2001,Flammarion,Thriller
349913358X,Das Schlampenbuch. ErzÃ?Â¤hlungen. ( neue frau).,Milena Moser,1993,Rowohlt Tb.,Self-Help
3257201761,Die zwei Gesichter des Januars.,Patricia Highsmith,1974,Diogenes Verlag,Business
3404121686,Nacht Ã?Â¼ber den Wassern.,Ken Follett,1994,LÃ?Â¼bbe,Psychology
3404118960,Die SÃ?Â¤ulen der Erde. Roman.,Ken Follett,1992,LÃ?Â¼bbe,Thriller
345346971,Mirror of Her Dreams (Mordant's Need),STEPHEN R. DONALDSON,1987,Del Rey,Philosophy
451155750,The Dead Zone,Stephen King,2004,Signet Book,Self-Help
786890436,The Diary of Ellen Rimbauer: My Life at Rose Red,Ellen Rimbauer,2002,Hyperion Press,Fantasy
415928087,A New Germany in a New Europe,Todd Herzog,2000,Routledge,Biography
521427150,"Belonging in the Two Berlins : Kin, State, Nation (Cambridge Studies in Social and Cultural Anthropology)",John Borneman,1992,Cambridge University Press,Travel
812923278,The Great Depression : America 1929-1941,ROBERT S. MCELVAINE,1993,Three Rivers Press,Business
884111342,Lady of the Shroud,Bram Stoker,1989,Amereon Limited,Fantasy
345428544,"Dark Tide I: Onslaught (Star Wars: The New Jedi Order, Book 2)",Michael A. Stackpole,2000,Del Rey Books,Science Fiction
671694049,LONG DARK TEA TIME OF THE SOUL,Douglas Adams,1990,Pocket,Psychology
080901582X,The Return of Simple,Langston Hughes,1995,Hill &amp; Wang,Fiction
380820447,"For Better, for Worse: A Novel",Carole Matthews,2002,Avon Trade,Poetry
385497679,Hidden in Plain View: A Secret Story of Quilts and the Underground Railroad,Jacqueline L. Tobin,2000,Anchor Pub,Philosophy
451454243,The Forest House,Marion Zimmer Bradley,1995,Roc,Religion
373871562,Twin Blessings (Love Inspired (Numbered)),Carolyne Aarsen,2001,Steeple Hill,Psychology
553101439,West of Dodge: Frontier Stories,Louis L'Amour,1996,Bantam,Religion
898151910,"How to Make $1,000 a Minute: Negotiating Salaries and Raises",Jack Chapman,1987,Ten Speed Pr,Business
835949362,Non-manipulative selling,Anthony J Alessandra,1981,Reston Pub. Co,History
880701102,Come Before Winter and Share My Hope,Charles R. Swindoll,1985,Word Publishing,Fantasy
039914563X,The Bear and the Dragon,Tom Clancy,2000,G. P. Putnam's Sons,Mystery
312853238,Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,1992,Tor Books,Business
688048730,Thinking on paper,V. A Howard,1986,W. Morrow,Fantasy
385493800,The Testament,John Grisham,1999,Doubleday Books,Fantasy
1928791107,The Mp3 and Internet Audio Handbook: Your Guide to the Digital Music Revolution,Bruce Fries,2000,Teamcom Books,Business
067175145X,The Way Things Ought to Be,"Rush H., III Limbaugh",1992,Pocket Books,History
440211727,A Time to Kill,JOHN GRISHAM,1992,Dell,Non-Fiction
877192820,The Truth About Texas: Who Needs to Brag? We'Ve Got the Facts,Anne Dingus,1995,Gulf Publishing Company,History
380002450,Awakening,Kate Chopin,1982,Avon,Travel
793133955,Wall Street's Picks for 2000: An Insider's Guide to the Year's Best Stocks &amp; Mutual Funds (Wall Street's Picks),Kirk Kazanjian,1999,Dearborn Financial Publishing,Science Fiction
394178017,Poetics of the New American Poetry,Donald Merriam Allen,1974,Grove Press,Religion
425134350,Patriot Games,Tom Clancy,1992,Berkley Publishing Group,Poetry
385479689,Dead Men Do Tell Tales: The Strange and Fascinating Cases of a Forensic Anthropologist,William Maples,1995,Main Street Books,Fiction
380754851,Moonlighting: 148 Great Ways to Make Money on the Side,Carl Hausman,1991,Harpercollins,Business
380538504,Amanda Miranda,Richard Peck,1981,Harper Mass Market Paperbacks (Mm),Fiction
044661162X,Chasing the Dime,Michael Connelly,2003,Warner Books,Romance
671742566,Tender Triumph (Sonnet Books),Judith McNaught,1991,Pocket,Thriller
515122408,The Cat Who Tailed a Thief,Lilian Jackson Braun,1998,Jove Books,Fiction
440222818,Guilt,John T. Lescroart,1998,Island,Thriller
451204050,On Secret Service,John Jakes,2001,Signet Book,Philosophy
449131548,All the Days of My Life,Hilary Bailey,1986,Fawcett Books,Fiction
440120470,The Dinner Party,Howard Fast,1991,Dell Publishing Company,Thriller
451188209,A Palette for Murder: Murder She Wrote (Murder She Wrote (Paperback)),Jessica Fletcher,1996,Signet Book,Thriller
440130913,Golden Cup,Belva Plain,1987,Dell,Self-Help
449001954,Murder at the Library of Congress (Capital Crimes (Paperback)),Margaret Truman,2001,Fawcett Books,Business
345404777,No Safe Place,RICHARD NORTH PATTERSON,1999,Ballantine Books,History
451185277,Thorns of Truth,Eileen Goudge,1999,Signet Book,Religion
671779338,Border Bride,Arnette Lamb,1993,Pocket,Travel
515134368,The Penwyth Curse,Catherine Coulter,2004,Jove Books,Philosophy
380759497,Xanth 15: The Color of Her Panties,Piers Anthony,1992,Eos,Philosophy
3442098424,Der FÃ?Â¼rst der Finsternis. Roman.,Anne Rice,1992,Goldmann,Fiction
394578791,A Reporter's Life,WALTER CRONKITE,1996,Knopf,Self-Help
1558505377,Jacob Marley's Christmas Carol,Tom Mula,1995,Adams Media Corp,Mystery
373245696,"Practice Makes Pregnant   Manhattan Multiples (Silhouette Special Edition, 1569)",Lois Faye Dyer,2003,Silhouette,Travel
743201078,"The Secret Lives of Girls: What Good Girls Really Do--Sex Play, Aggression, and Their Guilt",Sharon Lamb,2002,Free Press,Psychology
553256785,SLEEPING MURDER,AGATHA CHRISTIE,1983,Bantam,Biography
892967994,The Fractal Murders (Pepper Keane Mysteries),Mark Cohen,2004,Mysterious Press,Science Fiction
1551668785,Final Stand,Helen Myers,2002,Mira,Poetry
836230868,Christmas : A Holiday Treasury,Della Rowland,1994,Andrews McMeel Publishing,Fiction
381999866,Magic House of Numbers.,Irving. Adler,1974,Harpercollins Library,Self-Help
380817144,Lord of the Silent: A Novel of Suspense,Elizabeth Peters,2002,Avon,Fiction
380752115,Whisper to Me of Love,Shirlee Busbee,1991,Harper Mass Market Paperbacks,Poetry
553212583,Wuthering Heights,EMILY BRONTE,1983,Bantam,Philosophy
446364762,The Stars Shine Down,Sidney Sheldon,1993,Warner Books,Philosophy
425166619,Toxin,Robin Cook,1999,Berkley Publishing Group,Romance
765341972,The Mothman Prophecies,John A. Keel,2002,Tor Books,Non-Fiction
590514776,Meet the Stars of Buffy the Vampire Slayer,Stefanie Scott,1998,Scholastic,Psychology
373037430,Rush to the Altar  (Twin Brides),Rebecca Winters,2003,Harlequin,Religion
