PJME_MW,dow,doy,year,month,quarter,hour,dom,date,season,year_diff
26563.0,1,10,2006,1,1,1,10,2006-01-10,Winter,0.0
25747.0,1,10,2006,1,1,2,10,2006-01-10,Winter,0.0
25436.0,1,10,2006,1,1,3,10,2006-01-10,Winter,0.0
25533.0,1,10,2006,1,1,4,10,2006-01-10,Winter,0.0
26381.0,1,10,2006,1,1,5,10,2006-01-10,Winter,0.0
28747.0,1,10,2006,1,1,6,10,2006-01-10,Winter,0.0
32986.0,1,10,2006,1,1,7,10,2006-01-10,Winter,0.0
35370.0,1,10,2006,1,1,8,10,2006-01-10,Winter,0.0
35284.0,1,10,2006,1,1,9,10,2006-01-10,Winter,0.0
34667.0,1,10,2006,1,1,10,10,2006-01-10,Winter,0.0
34246.0,1,10,2006,1,1,11,10,2006-01-10,Winter,0.0
33794.0,1,10,2006,1,1,12,10,2006-01-10,Winter,0.0
33171.0,1,10,2006,1,1,13,10,2006-01-10,Winter,0.0
32890.0,1,10,2006,1,1,14,10,2006-01-10,Winter,0.0
32493.0,1,10,2006,1,1,15,10,2006-01-10,Winter,0.0
32507.0,1,10,2006,1,1,16,10,2006-01-10,Winter,0.0
33662.0,1,10,2006,1,1,17,10,2006-01-10,Winter,0.0
37139.0,1,10,2006,1,1,18,10,2006-01-10,Winter,0.0
37819.0,1,10,2006,1,1,19,10,2006-01-10,Winter,0.0
37503.0,1,10,2006,1,1,20,10,2006-01-10,Winter,0.0
36734.0,1,10,2006,1,1,21,10,2006-01-10,Winter,0.0
35070.0,1,10,2006,1,1,22,10,2006-01-10,Winter,0.0
32434.0,1,10,2006,1,1,23,10,2006-01-10,Winter,0.0
29819.0,2,11,2006,1,1,0,11,2006-01-11,Winter,0.0
27947.0,2,11,2006,1,1,1,11,2006-01-11,Winter,0.0
27024.0,2,11,2006,1,1,2,11,2006-01-11,Winter,0.0
26607.0,2,11,2006,1,1,3,11,2006-01-11,Winter,0.0
26573.0,2,11,2006,1,1,4,11,2006-01-11,Winter,0.0
27147.0,2,11,2006,1,1,5,11,2006-01-11,Winter,0.0
29326.0,2,11,2006,1,1,6,11,2006-01-11,Winter,0.0
33222.0,2,11,2006,1,1,7,11,2006-01-11,Winter,0.0
35615.0,2,11,2006,1,1,8,11,2006-01-11,Winter,0.0
35506.0,2,11,2006,1,1,9,11,2006-01-11,Winter,0.0
35349.0,2,11,2006,1,1,10,11,2006-01-11,Winter,0.0
35458.0,2,11,2006,1,1,11,11,2006-01-11,Winter,0.0
35177.0,2,11,2006,1,1,12,11,2006-01-11,Winter,0.0
34839.0,2,11,2006,1,1,13,11,2006-01-11,Winter,0.0
34803.0,2,11,2006,1,1,14,11,2006-01-11,Winter,0.0
34576.0,2,11,2006,1,1,15,11,2006-01-11,Winter,0.0
34825.0,2,11,2006,1,1,16,11,2006-01-11,Winter,0.0
36114.0,2,11,2006,1,1,17,11,2006-01-11,Winter,0.0
37931.0,2,11,2006,1,1,18,11,2006-01-11,Winter,0.0
37697.0,2,11,2006,1,1,19,11,2006-01-11,Winter,0.0
37031.0,2,11,2006,1,1,20,11,2006-01-11,Winter,0.0
35874.0,2,11,2006,1,1,21,11,2006-01-11,Winter,0.0
33798.0,2,11,2006,1,1,22,11,2006-01-11,Winter,0.0
30868.0,2,11,2006,1,1,23,11,2006-01-11,Winter,0.0
28282.0,3,12,2006,1,1,0,12,2006-01-12,Winter,0.0
26456.0,3,12,2006,1,1,1,12,2006-01-12,Winter,0.0
25491.0,3,12,2006,1,1,2,12,2006-01-12,Winter,0.0
25146.0,3,12,2006,1,1,3,12,2006-01-12,Winter,0.0
25193.0,3,12,2006,1,1,4,12,2006-01-12,Winter,0.0
25930.0,3,12,2006,1,1,5,12,2006-01-12,Winter,0.0
28249.0,3,12,2006,1,1,6,12,2006-01-12,Winter,0.0
32339.0,3,12,2006,1,1,7,12,2006-01-12,Winter,0.0
34582.0,3,12,2006,1,1,8,12,2006-01-12,Winter,0.0
34222.0,3,12,2006,1,1,9,12,2006-01-12,Winter,0.0
33687.0,3,12,2006,1,1,10,12,2006-01-12,Winter,0.0
33386.0,3,12,2006,1,1,11,12,2006-01-12,Winter,0.0
32967.0,3,12,2006,1,1,12,12,2006-01-12,Winter,0.0
32530.0,3,12,2006,1,1,13,12,2006-01-12,Winter,0.0
32155.0,3,12,2006,1,1,14,12,2006-01-12,Winter,0.0
31776.0,3,12,2006,1,1,15,12,2006-01-12,Winter,0.0
31536.0,3,12,2006,1,1,16,12,2006-01-12,Winter,0.0
32264.0,3,12,2006,1,1,17,12,2006-01-12,Winter,0.0
35278.0,3,12,2006,1,1,18,12,2006-01-12,Winter,0.0
36083.0,3,12,2006,1,1,19,12,2006-01-12,Winter,0.0
35874.0,3,12,2006,1,1,20,12,2006-01-12,Winter,0.0
35150.0,3,12,2006,1,1,21,12,2006-01-12,Winter,0.0
33562.0,3,12,2006,1,1,22,12,2006-01-12,Winter,0.0
31054.0,3,12,2006,1,1,23,12,2006-01-12,Winter,0.0
28555.0,4,13,2006,1,1,0,13,2006-01-13,Winter,0.0
26843.0,4,13,2006,1,1,1,13,2006-01-13,Winter,0.0
25962.0,4,13,2006,1,1,2,13,2006-01-13,Winter,0.0
25687.0,4,13,2006,1,1,3,13,2006-01-13,Winter,0.0
25696.0,4,13,2006,1,1,4,13,2006-01-13,Winter,0.0
26433.0,4,13,2006,1,1,5,13,2006-01-13,Winter,0.0
28703.0,4,13,2006,1,1,6,13,2006-01-13,Winter,0.0
32699.0,4,13,2006,1,1,7,13,2006-01-13,Winter,0.0
34990.0,4,13,2006,1,1,8,13,2006-01-13,Winter,0.0
35101.0,4,13,2006,1,1,9,13,2006-01-13,Winter,0.0
35026.0,4,13,2006,1,1,10,13,2006-01-13,Winter,0.0
34957.0,4,13,2006,1,1,11,13,2006-01-13,Winter,0.0
34520.0,4,13,2006,1,1,12,13,2006-01-13,Winter,0.0
33964.0,4,13,2006,1,1,13,13,2006-01-13,Winter,0.0
33547.0,4,13,2006,1,1,14,13,2006-01-13,Winter,0.0
33071.0,4,13,2006,1,1,15,13,2006-01-13,Winter,0.0
32894.0,4,13,2006,1,1,16,13,2006-01-13,Winter,0.0
33557.0,4,13,2006,1,1,17,13,2006-01-13,Winter,0.0
35770.0,4,13,2006,1,1,18,13,2006-01-13,Winter,0.0
35709.0,4,13,2006,1,1,19,13,2006-01-13,Winter,0.0
34760.0,4,13,2006,1,1,20,13,2006-01-13,Winter,0.0
33609.0,4,13,2006,1,1,21,13,2006-01-13,Winter,0.0
32125.0,4,13,2006,1,1,22,13,2006-01-13,Winter,0.0
29896.0,4,13,2006,1,1,23,13,2006-01-13,Winter,0.0
27425.0,5,14,2006,1,1,0,14,2006-01-14,Winter,0.0
25516.0,5,14,2006,1,1,1,14,2006-01-14,Winter,0.0
24280.0,5,14,2006,1,1,2,14,2006-01-14,Winter,0.0
23532.0,5,14,2006,1,1,3,14,2006-01-14,Winter,0.0
23112.0,5,14,2006,1,1,4,14,2006-01-14,Winter,0.0
23099.0,5,14,2006,1,1,5,14,2006-01-14,Winter,0.0
23640.0,5,14,2006,1,1,6,14,2006-01-14,Winter,0.0
24796.0,5,14,2006,1,1,7,14,2006-01-14,Winter,0.0
26454.0,5,14,2006,1,1,8,14,2006-01-14,Winter,0.0
28260.0,5,14,2006,1,1,9,14,2006-01-14,Winter,0.0
29930.0,5,14,2006,1,1,10,14,2006-01-14,Winter,0.0
30913.0,5,14,2006,1,1,11,14,2006-01-14,Winter,0.0
31228.0,5,14,2006,1,1,12,14,2006-01-14,Winter,0.0
31031.0,5,14,2006,1,1,13,14,2006-01-14,Winter,0.0
30805.0,5,14,2006,1,1,14,14,2006-01-14,Winter,0.0
30712.0,5,14,2006,1,1,15,14,2006-01-14,Winter,0.0
31018.0,5,14,2006,1,1,16,14,2006-01-14,Winter,0.0
32378.0,5,14,2006,1,1,17,14,2006-01-14,Winter,0.0
34442.0,5,14,2006,1,1,18,14,2006-01-14,Winter,0.0
34869.0,5,14,2006,1,1,19,14,2006-01-14,Winter,0.0
34608.0,5,14,2006,1,1,20,14,2006-01-14,Winter,0.0
34355.0,5,14,2006,1,1,21,14,2006-01-14,Winter,0.0
33545.0,5,14,2006,1,1,22,14,2006-01-14,Winter,0.0
32262.0,5,14,2006,1,1,23,14,2006-01-14,Winter,0.0
30771.0,6,15,2006,1,1,0,15,2006-01-15,Winter,0.0
29298.0,6,15,2006,1,1,1,15,2006-01-15,Winter,0.0
28528.0,6,15,2006,1,1,2,15,2006-01-15,Winter,0.0
28208.0,6,15,2006,1,1,3,15,2006-01-15,Winter,0.0
28307.0,6,15,2006,1,1,4,15,2006-01-15,Winter,0.0
28736.0,6,15,2006,1,1,5,15,2006-01-15,Winter,0.0
29428.0,6,15,2006,1,1,6,15,2006-01-15,Winter,0.0
30689.0,6,15,2006,1,1,7,15,2006-01-15,Winter,0.0
31985.0,6,15,2006,1,1,8,15,2006-01-15,Winter,0.0
33129.0,6,15,2006,1,1,9,15,2006-01-15,Winter,0.0
34107.0,6,15,2006,1,1,10,15,2006-01-15,Winter,0.0
34470.0,6,15,2006,1,1,11,15,2006-01-15,Winter,0.0
34521.0,6,15,2006,1,1,12,15,2006-01-15,Winter,0.0
34148.0,6,15,2006,1,1,13,15,2006-01-15,Winter,0.0
33558.0,6,15,2006,1,1,14,15,2006-01-15,Winter,0.0
33113.0,6,15,2006,1,1,15,15,2006-01-15,Winter,0.0
32973.0,6,15,2006,1,1,16,15,2006-01-15,Winter,0.0
34175.0,6,15,2006,1,1,17,15,2006-01-15,Winter,0.0
37589.0,6,15,2006,1,1,18,15,2006-01-15,Winter,0.0
38423.0,6,15,2006,1,1,19,15,2006-01-15,Winter,0.0
38043.0,6,15,2006,1,1,20,15,2006-01-15,Winter,0.0
37470.0,6,15,2006,1,1,21,15,2006-01-15,Winter,0.0
36204.0,6,15,2006,1,1,22,15,2006-01-15,Winter,0.0
34568.0,6,15,2006,1,1,23,15,2006-01-15,Winter,0.0
32773.0,0,16,2006,1,1,0,16,2006-01-16,Winter,0.0
31231.0,0,16,2006,1,1,1,16,2006-01-16,Winter,0.0
30395.0,0,16,2006,1,1,2,16,2006-01-16,Winter,0.0
30036.0,0,16,2006,1,1,3,16,2006-01-16,Winter,0.0
30121.0,0,16,2006,1,1,4,16,2006-01-16,Winter,0.0
30746.0,0,16,2006,1,1,5,16,2006-01-16,Winter,0.0
32480.0,0,16,2006,1,1,6,16,2006-01-16,Winter,0.0
35142.0,0,16,2006,1,1,7,16,2006-01-16,Winter,0.0
37000.0,0,16,2006,1,1,8,16,2006-01-16,Winter,0.0
38088.0,0,16,2006,1,1,9,16,2006-01-16,Winter,0.0
38729.0,0,16,2006,1,1,10,16,2006-01-16,Winter,0.0
38753.0,0,16,2006,1,1,11,16,2006-01-16,Winter,0.0
38246.0,0,16,2006,1,1,12,16,2006-01-16,Winter,0.0
37605.0,0,16,2006,1,1,13,16,2006-01-16,Winter,0.0
36985.0,0,16,2006,1,1,14,16,2006-01-16,Winter,0.0
36244.0,0,16,2006,1,1,15,16,2006-01-16,Winter,0.0
35966.0,0,16,2006,1,1,16,16,2006-01-16,Winter,0.0
36990.0,0,16,2006,1,1,17,16,2006-01-16,Winter,0.0
40248.0,0,16,2006,1,1,18,16,2006-01-16,Winter,0.0
41024.0,0,16,2006,1,1,19,16,2006-01-16,Winter,0.0
40607.0,0,16,2006,1,1,20,16,2006-01-16,Winter,0.0
39827.0,0,16,2006,1,1,21,16,2006-01-16,Winter,0.0
37875.0,0,16,2006,1,1,22,16,2006-01-16,Winter,0.0
35211.0,0,16,2006,1,1,23,16,2006-01-16,Winter,0.0
32588.0,1,17,2006,1,1,0,17,2006-01-17,Winter,0.0
30850.0,1,17,2006,1,1,1,17,2006-01-17,Winter,0.0
30019.0,1,17,2006,1,1,2,17,2006-01-17,Winter,0.0
29610.0,1,17,2006,1,1,3,17,2006-01-17,Winter,0.0
29535.0,1,17,2006,1,1,4,17,2006-01-17,Winter,0.0
30166.0,1,17,2006,1,1,5,17,2006-01-17,Winter,0.0
32404.0,1,17,2006,1,1,6,17,2006-01-17,Winter,0.0
36533.0,1,17,2006,1,1,7,17,2006-01-17,Winter,0.0
38702.0,1,17,2006,1,1,8,17,2006-01-17,Winter,0.0
38492.0,1,17,2006,1,1,9,17,2006-01-17,Winter,0.0
38378.0,1,17,2006,1,1,10,17,2006-01-17,Winter,0.0
38298.0,1,17,2006,1,1,11,17,2006-01-17,Winter,0.0
37892.0,1,17,2006,1,1,12,17,2006-01-17,Winter,0.0
37412.0,1,17,2006,1,1,13,17,2006-01-17,Winter,0.0
37315.0,1,17,2006,1,1,14,17,2006-01-17,Winter,0.0
37047.0,1,17,2006,1,1,15,17,2006-01-17,Winter,0.0
37155.0,1,17,2006,1,1,16,17,2006-01-17,Winter,0.0
38252.0,1,17,2006,1,1,17,17,2006-01-17,Winter,0.0
40409.0,1,17,2006,1,1,18,17,2006-01-17,Winter,0.0
40263.0,1,17,2006,1,1,19,17,2006-01-17,Winter,0.0
39455.0,1,17,2006,1,1,20,17,2006-01-17,Winter,0.0
37946.0,1,17,2006,1,1,21,17,2006-01-17,Winter,0.0
35774.0,1,17,2006,1,1,22,17,2006-01-17,Winter,0.0
32926.0,1,17,2006,1,1,23,17,2006-01-17,Winter,0.0
29951.0,2,18,2006,1,1,0,18,2006-01-18,Winter,0.0
27849.0,2,18,2006,1,1,1,18,2006-01-18,Winter,0.0
26616.0,2,18,2006,1,1,2,18,2006-01-18,Winter,0.0
25832.0,2,18,2006,1,1,3,18,2006-01-18,Winter,0.0
25418.0,2,18,2006,1,1,4,18,2006-01-18,Winter,0.0
25725.0,2,18,2006,1,1,5,18,2006-01-18,Winter,0.0
27508.0,2,18,2006,1,1,6,18,2006-01-18,Winter,0.0
31220.0,2,18,2006,1,1,7,18,2006-01-18,Winter,0.0
33550.0,2,18,2006,1,1,8,18,2006-01-18,Winter,0.0
33790.0,2,18,2006,1,1,9,18,2006-01-18,Winter,0.0
34065.0,2,18,2006,1,1,10,18,2006-01-18,Winter,0.0
34634.0,2,18,2006,1,1,11,18,2006-01-18,Winter,0.0
34928.0,2,18,2006,1,1,12,18,2006-01-18,Winter,0.0
34842.0,2,18,2006,1,1,13,18,2006-01-18,Winter,0.0
34816.0,2,18,2006,1,1,14,18,2006-01-18,Winter,0.0
34694.0,2,18,2006,1,1,15,18,2006-01-18,Winter,0.0
34777.0,2,18,2006,1,1,16,18,2006-01-18,Winter,0.0
35824.0,2,18,2006,1,1,17,18,2006-01-18,Winter,0.0
38854.0,2,18,2006,1,1,18,18,2006-01-18,Winter,0.0
39590.0,2,18,2006,1,1,19,18,2006-01-18,Winter,0.0
39098.0,2,18,2006,1,1,20,18,2006-01-18,Winter,0.0
38321.0,2,18,2006,1,1,21,18,2006-01-18,Winter,0.0
36612.0,2,18,2006,1,1,22,18,2006-01-18,Winter,0.0
33961.0,2,18,2006,1,1,23,18,2006-01-18,Winter,0.0
31396.0,3,19,2006,1,1,0,19,2006-01-19,Winter,0.0
29569.0,3,19,2006,1,1,1,19,2006-01-19,Winter,0.0
28726.0,3,19,2006,1,1,2,19,2006-01-19,Winter,0.0
28430.0,3,19,2006,1,1,3,19,2006-01-19,Winter,0.0
28507.0,3,19,2006,1,1,4,19,2006-01-19,Winter,0.0
29451.0,3,19,2006,1,1,5,19,2006-01-19,Winter,0.0
31830.0,3,19,2006,1,1,6,19,2006-01-19,Winter,0.0
35958.0,3,19,2006,1,1,7,19,2006-01-19,Winter,0.0
37867.0,3,19,2006,1,1,8,19,2006-01-19,Winter,0.0
37368.0,3,19,2006,1,1,9,19,2006-01-19,Winter,0.0
36884.0,3,19,2006,1,1,10,19,2006-01-19,Winter,0.0
36669.0,3,19,2006,1,1,11,19,2006-01-19,Winter,0.0
36237.0,3,19,2006,1,1,12,19,2006-01-19,Winter,0.0
35506.0,3,19,2006,1,1,13,19,2006-01-19,Winter,0.0
35030.0,3,19,2006,1,1,14,19,2006-01-19,Winter,0.0
34204.0,3,19,2006,1,1,15,19,2006-01-19,Winter,0.0
33741.0,3,19,2006,1,1,16,19,2006-01-19,Winter,0.0
34426.0,3,19,2006,1,1,17,19,2006-01-19,Winter,0.0
37360.0,3,19,2006,1,1,18,19,2006-01-19,Winter,0.0
38390.0,3,19,2006,1,1,19,19,2006-01-19,Winter,0.0
38005.0,3,19,2006,1,1,20,19,2006-01-19,Winter,0.0
37293.0,3,19,2006,1,1,21,19,2006-01-19,Winter,0.0
35600.0,3,19,2006,1,1,22,19,2006-01-19,Winter,0.0
32925.0,3,19,2006,1,1,23,19,2006-01-19,Winter,0.0
30218.0,4,20,2006,1,1,0,20,2006-01-20,Winter,0.0
28443.0,4,20,2006,1,1,1,20,2006-01-20,Winter,0.0
27492.0,4,20,2006,1,1,2,20,2006-01-20,Winter,0.0
27066.0,4,20,2006,1,1,3,20,2006-01-20,Winter,0.0
27081.0,4,20,2006,1,1,4,20,2006-01-20,Winter,0.0
27801.0,4,20,2006,1,1,5,20,2006-01-20,Winter,0.0
30058.0,4,20,2006,1,1,6,20,2006-01-20,Winter,0.0
34065.0,4,20,2006,1,1,7,20,2006-01-20,Winter,0.0
35982.0,4,20,2006,1,1,8,20,2006-01-20,Winter,0.0
35812.0,4,20,2006,1,1,9,20,2006-01-20,Winter,0.0
35193.0,4,20,2006,1,1,10,20,2006-01-20,Winter,0.0
34609.0,4,20,2006,1,1,11,20,2006-01-20,Winter,0.0
33969.0,4,20,2006,1,1,12,20,2006-01-20,Winter,0.0
33307.0,4,20,2006,1,1,13,20,2006-01-20,Winter,0.0
32795.0,4,20,2006,1,1,14,20,2006-01-20,Winter,0.0
32200.0,4,20,2006,1,1,15,20,2006-01-20,Winter,0.0
31785.0,4,20,2006,1,1,16,20,2006-01-20,Winter,0.0
32243.0,4,20,2006,1,1,17,20,2006-01-20,Winter,0.0
34678.0,4,20,2006,1,1,18,20,2006-01-20,Winter,0.0
35312.0,4,20,2006,1,1,19,20,2006-01-20,Winter,0.0
34584.0,4,20,2006,1,1,20,20,2006-01-20,Winter,0.0
33594.0,4,20,2006,1,1,21,20,2006-01-20,Winter,0.0
32349.0,4,20,2006,1,1,22,20,2006-01-20,Winter,0.0
30397.0,4,20,2006,1,1,23,20,2006-01-20,Winter,0.0
28177.0,5,21,2006,1,1,0,21,2006-01-21,Winter,0.0
26398.0,5,21,2006,1,1,1,21,2006-01-21,Winter,0.0
25463.0,5,21,2006,1,1,2,21,2006-01-21,Winter,0.0
25036.0,5,21,2006,1,1,3,21,2006-01-21,Winter,0.0
24817.0,5,21,2006,1,1,4,21,2006-01-21,Winter,0.0
25002.0,5,21,2006,1,1,5,21,2006-01-21,Winter,0.0
25813.0,5,21,2006,1,1,6,21,2006-01-21,Winter,0.0
27177.0,5,21,2006,1,1,7,21,2006-01-21,Winter,0.0
28517.0,5,21,2006,1,1,8,21,2006-01-21,Winter,0.0
30135.0,5,21,2006,1,1,9,21,2006-01-21,Winter,0.0
31025.0,5,21,2006,1,1,10,21,2006-01-21,Winter,0.0
31425.0,5,21,2006,1,1,11,21,2006-01-21,Winter,0.0
31017.0,5,21,2006,1,1,12,21,2006-01-21,Winter,0.0
30426.0,5,21,2006,1,1,13,21,2006-01-21,Winter,0.0
29807.0,5,21,2006,1,1,14,21,2006-01-21,Winter,0.0
29459.0,5,21,2006,1,1,15,21,2006-01-21,Winter,0.0
29355.0,5,21,2006,1,1,16,21,2006-01-21,Winter,0.0
29899.0,5,21,2006,1,1,17,21,2006-01-21,Winter,0.0
32149.0,5,21,2006,1,1,18,21,2006-01-21,Winter,0.0
33026.0,5,21,2006,1,1,19,21,2006-01-21,Winter,0.0
32644.0,5,21,2006,1,1,20,21,2006-01-21,Winter,0.0
32098.0,5,21,2006,1,1,21,21,2006-01-21,Winter,0.0
31234.0,5,21,2006,1,1,22,21,2006-01-21,Winter,0.0
29881.0,5,21,2006,1,1,23,21,2006-01-21,Winter,0.0
28359.0,6,22,2006,1,1,0,22,2006-01-22,Winter,0.0
26871.0,6,22,2006,1,1,1,22,2006-01-22,Winter,0.0
26059.0,6,22,2006,1,1,2,22,2006-01-22,Winter,0.0
25779.0,6,22,2006,1,1,3,22,2006-01-22,Winter,0.0
25709.0,6,22,2006,1,1,4,22,2006-01-22,Winter,0.0
26024.0,6,22,2006,1,1,5,22,2006-01-22,Winter,0.0
26759.0,6,22,2006,1,1,6,22,2006-01-22,Winter,0.0
28031.0,6,22,2006,1,1,7,22,2006-01-22,Winter,0.0
29186.0,6,22,2006,1,1,8,22,2006-01-22,Winter,0.0
30426.0,6,22,2006,1,1,9,22,2006-01-22,Winter,0.0
30972.0,6,22,2006,1,1,10,22,2006-01-22,Winter,0.0
31026.0,6,22,2006,1,1,11,22,2006-01-22,Winter,0.0
30773.0,6,22,2006,1,1,12,22,2006-01-22,Winter,0.0
30398.0,6,22,2006,1,1,13,22,2006-01-22,Winter,0.0
29955.0,6,22,2006,1,1,14,22,2006-01-22,Winter,0.0
29583.0,6,22,2006,1,1,15,22,2006-01-22,Winter,0.0
29759.0,6,22,2006,1,1,16,22,2006-01-22,Winter,0.0
31117.0,6,22,2006,1,1,17,22,2006-01-22,Winter,0.0
34025.0,6,22,2006,1,1,18,22,2006-01-22,Winter,0.0
35064.0,6,22,2006,1,1,19,22,2006-01-22,Winter,0.0
34846.0,6,22,2006,1,1,20,22,2006-01-22,Winter,0.0
34248.0,6,22,2006,1,1,21,22,2006-01-22,Winter,0.0
32778.0,6,22,2006,1,1,22,22,2006-01-22,Winter,0.0
30814.0,6,22,2006,1,1,23,22,2006-01-22,Winter,0.0
28666.0,0,23,2006,1,1,0,23,2006-01-23,Winter,0.0
27262.0,0,23,2006,1,1,1,23,2006-01-23,Winter,0.0
26638.0,0,23,2006,1,1,2,23,2006-01-23,Winter,0.0
26439.0,0,23,2006,1,1,3,23,2006-01-23,Winter,0.0
26580.0,0,23,2006,1,1,4,23,2006-01-23,Winter,0.0
27337.0,0,23,2006,1,1,5,23,2006-01-23,Winter,0.0
29639.0,0,23,2006,1,1,6,23,2006-01-23,Winter,0.0
33368.0,0,23,2006,1,1,7,23,2006-01-23,Winter,0.0
35940.0,0,23,2006,1,1,8,23,2006-01-23,Winter,0.0
36460.0,0,23,2006,1,1,9,23,2006-01-23,Winter,0.0
36715.0,0,23,2006,1,1,10,23,2006-01-23,Winter,0.0
37036.0,0,23,2006,1,1,11,23,2006-01-23,Winter,0.0
36843.0,0,23,2006,1,1,12,23,2006-01-23,Winter,0.0
36594.0,0,23,2006,1,1,13,23,2006-01-23,Winter,0.0
36373.0,0,23,2006,1,1,14,23,2006-01-23,Winter,0.0
35864.0,0,23,2006,1,1,15,23,2006-01-23,Winter,0.0
35675.0,0,23,2006,1,1,16,23,2006-01-23,Winter,0.0
36447.0,0,23,2006,1,1,17,23,2006-01-23,Winter,0.0
38755.0,0,23,2006,1,1,18,23,2006-01-23,Winter,0.0
39073.0,0,23,2006,1,1,19,23,2006-01-23,Winter,0.0
38541.0,0,23,2006,1,1,20,23,2006-01-23,Winter,0.0
37376.0,0,23,2006,1,1,21,23,2006-01-23,Winter,0.0
35534.0,0,23,2006,1,1,22,23,2006-01-23,Winter,0.0
32712.0,0,23,2006,1,1,23,23,2006-01-23,Winter,0.0
30099.0,1,24,2006,1,1,0,24,2006-01-24,Winter,0.0
28470.0,1,24,2006,1,1,1,24,2006-01-24,Winter,0.0
27682.0,1,24,2006,1,1,2,24,2006-01-24,Winter,0.0
27479.0,1,24,2006,1,1,3,24,2006-01-24,Winter,0.0
27623.0,1,24,2006,1,1,4,24,2006-01-24,Winter,0.0
28580.0,1,24,2006,1,1,5,24,2006-01-24,Winter,0.0
31116.0,1,24,2006,1,1,6,24,2006-01-24,Winter,0.0
35435.0,1,24,2006,1,1,7,24,2006-01-24,Winter,0.0
37546.0,1,24,2006,1,1,8,24,2006-01-24,Winter,0.0
37026.0,1,24,2006,1,1,9,24,2006-01-24,Winter,0.0
36004.0,1,24,2006,1,1,10,24,2006-01-24,Winter,0.0
35363.0,1,24,2006,1,1,11,24,2006-01-24,Winter,0.0
34769.0,1,24,2006,1,1,12,24,2006-01-24,Winter,0.0
34080.0,1,24,2006,1,1,13,24,2006-01-24,Winter,0.0
33685.0,1,24,2006,1,1,14,24,2006-01-24,Winter,0.0
33231.0,1,24,2006,1,1,15,24,2006-01-24,Winter,0.0
33166.0,1,24,2006,1,1,16,24,2006-01-24,Winter,0.0
33960.0,1,24,2006,1,1,17,24,2006-01-24,Winter,0.0
36986.0,1,24,2006,1,1,18,24,2006-01-24,Winter,0.0
38319.0,1,24,2006,1,1,19,24,2006-01-24,Winter,0.0
37922.0,1,24,2006,1,1,20,24,2006-01-24,Winter,0.0
36961.0,1,24,2006,1,1,21,24,2006-01-24,Winter,0.0
35139.0,1,24,2006,1,1,22,24,2006-01-24,Winter,0.0
32601.0,1,24,2006,1,1,23,24,2006-01-24,Winter,0.0
29923.0,2,25,2006,1,1,0,25,2006-01-25,Winter,0.0
28189.0,2,25,2006,1,1,1,25,2006-01-25,Winter,0.0
27364.0,2,25,2006,1,1,2,25,2006-01-25,Winter,0.0
27118.0,2,25,2006,1,1,3,25,2006-01-25,Winter,0.0
27125.0,2,25,2006,1,1,4,25,2006-01-25,Winter,0.0
27898.0,2,25,2006,1,1,5,25,2006-01-25,Winter,0.0
30320.0,2,25,2006,1,1,6,25,2006-01-25,Winter,0.0
34471.0,2,25,2006,1,1,7,25,2006-01-25,Winter,0.0
36413.0,2,25,2006,1,1,8,25,2006-01-25,Winter,0.0
36355.0,2,25,2006,1,1,9,25,2006-01-25,Winter,0.0
36264.0,2,25,2006,1,1,10,25,2006-01-25,Winter,0.0
36248.0,2,25,2006,1,1,11,25,2006-01-25,Winter,0.0
36114.0,2,25,2006,1,1,12,25,2006-01-25,Winter,0.0
36028.0,2,25,2006,1,1,13,25,2006-01-25,Winter,0.0
36127.0,2,25,2006,1,1,14,25,2006-01-25,Winter,0.0
36023.0,2,25,2006,1,1,15,25,2006-01-25,Winter,0.0
36088.0,2,25,2006,1,1,16,25,2006-01-25,Winter,0.0
37241.0,2,25,2006,1,1,17,25,2006-01-25,Winter,0.0
39834.0,2,25,2006,1,1,18,25,2006-01-25,Winter,0.0
40553.0,2,25,2006,1,1,19,25,2006-01-25,Winter,0.0
40131.0,2,25,2006,1,1,20,25,2006-01-25,Winter,0.0
39324.0,2,25,2006,1,1,21,25,2006-01-25,Winter,0.0
37658.0,2,25,2006,1,1,22,25,2006-01-25,Winter,0.0
34965.0,2,25,2006,1,1,23,25,2006-01-25,Winter,0.0
32322.0,3,26,2006,1,1,0,26,2006-01-26,Winter,0.0
30588.0,3,26,2006,1,1,1,26,2006-01-26,Winter,0.0
29768.0,3,26,2006,1,1,2,26,2006-01-26,Winter,0.0
29578.0,3,26,2006,1,1,3,26,2006-01-26,Winter,0.0
29687.0,3,26,2006,1,1,4,26,2006-01-26,Winter,0.0
30554.0,3,26,2006,1,1,5,26,2006-01-26,Winter,0.0
33022.0,3,26,2006,1,1,6,26,2006-01-26,Winter,0.0
37202.0,3,26,2006,1,1,7,26,2006-01-26,Winter,0.0
39062.0,3,26,2006,1,1,8,26,2006-01-26,Winter,0.0
38754.0,3,26,2006,1,1,9,26,2006-01-26,Winter,0.0
38364.0,3,26,2006,1,1,10,26,2006-01-26,Winter,0.0
38117.0,3,26,2006,1,1,11,26,2006-01-26,Winter,0.0
37557.0,3,26,2006,1,1,12,26,2006-01-26,Winter,0.0
36965.0,3,26,2006,1,1,13,26,2006-01-26,Winter,0.0
36565.0,3,26,2006,1,1,14,26,2006-01-26,Winter,0.0
